0.8522806,0.3849052,-0.0682144,1.0390835,9.9407253,0.3567361,-112.9153013,31.2672019,-4.4419503
0.2837827,0.2530062,-0.1173768,0.8762778,9.8210154,1.1396400,-117.6607966,31.9429111,-8.8838997
1.2458458,0.1408255,-0.3791763,0.5817910,9.8401690,-0.7422025,-122.4619269,32.9982162,-11.8451988
0.2967061,0.3546617,-0.3527965,0.9361328,9.3230219,-1.1516110,-126.3028264,33.8424563,-11.8451988
0.7961902,0.3011028,-0.5076112,0.4668693,9.8210154,-0.3256114,-130.8826447,34.8544097,-15.8641052
1.0884997,0.3869037,-0.5872836,0.2202666,10.0604355,-1.8363527,-135.5512261,36.4954686,-20.0945330
0.8019192,0.4966863,-0.3649205,0.2154782,9.6534214,-2.9185319,-139.8889179,38.8773842,-27.7093053
1.1351306,0.4111518,-0.1341639,0.3399766,9.1961288,-3.1268275,-143.3590651,41.2580633,-34.4779897
0.4127506,0.3145591,-0.0520934,0.0646434,8.1881695,-4.5992613,-146.1351871,43.1626081,-34.4779897
-0.1264365,0.2198317,-0.1357627,0.0837971,6.7444663,-4.5992613,-148.3560944,44.7258329,-39.5545053
-1.0705135,0.0426340,-0.0548913,-0.0430956,7.3406224,-3.6990416,-150.3337622,46.0951996,-37.8623319
-1.0727783,-0.0684809,-0.1995805,-0.2226608,9.1482449,-3.2082303,-151.5140152,46.9927168,-32.7858162
-1.0493298,0.0467642,-0.1357627,-0.2106898,10.2567601,-2.2026656,-152.2572756,48.0670881,-28.1323452
-0.4649772,-0.0512940,-0.0770077,-0.2298434,9.7922850,-1.4867992,-153.7561321,48.7880039,-25.3825665
-0.8906511,-0.1504181,0.0644839,-0.3878607,10.2280295,-0.4309563,-154.9552059,49.3647337,-25.3825665
-0.8274996,-0.2695269,0.1313661,-0.5147533,10.1442325,0.2346318,-154.6083355,49.8063231,-23.0558348
-0.5118747,-0.1260368,0.0688806,-0.1532289,9.6941223,-0.5961562,-153.4265757,49.7834396,-15.6525850
-0.6192591,-0.0082603,0.0538254,-0.2442086,9.1171198,1.0606314,-151.2754917,49.5275640,-16.0756292
-0.8393572,-0.1156448,-0.0315758,-0.2322376,9.5361052,2.6024973,-148.9517927,48.9269066,-10.1530278
-0.6076680,-0.1585452,-0.0884656,-0.0622492,9.6079311,2.6312277,-147.0928288,48.4463835,-10.1530278
-0.9785839,-0.1108484,0.0083936,-0.0622492,9.0859957,3.2345665,-145.6056595,48.0619621,-10.1530278
-0.7861979,-0.1661394,0.0575559,0.0119710,9.2823200,4.3909659,-141.1003351,47.2594881,-4.0189071
-0.6856083,-0.1382941,0.1272359,0.2106898,8.6622219,4.5322237,-136.5918279,46.3601398,1.2691277
-0.5663662,-0.0011991,0.1241716,0.3136404,8.1857758,4.8051629,-130.5736661,45.3239012,4.6534700
-0.5538425,0.0993905,0.0422343,0.4141969,7.6039848,5.4875102,-124.8548865,44.1187572,6.1341195
-0.6281856,0.0616861,-0.0682144,0.3998317,7.5920134,6.7324953,-120.2798605,43.1546402,6.1341195
-0.3563937,-0.0381042,-0.0447657,0.5746084,7.4603324,6.7348895,-115.8160567,42.3833466,7.8262911
-0.8255012,-0.0235819,0.0462313,0.5865794,7.4363904,7.4723034,-110.5369806,41.7861128,6.7686844
-0.3626556,-0.0515605,-0.0093262,0.5195417,6.8354459,7.5130048,-105.8113575,41.0113621,9.0954199
-0.1729342,-0.0179862,-0.0594212,0.6655881,7.3765354,7.6087732,-101.4280200,40.2727747,12.0567203
0.6015393,0.1128469,-0.1770644,0.6584055,7.6566572,6.7564373,-97.9213619,39.6819038,12.0567203
0.3988945,0.1778638,-0.1103155,0.4596867,7.9798741,7.6063790,-94.9150753,39.2883987,10.3645480
1.1432577,0.0345069,-0.1866570,0.2346318,8.4204073,7.3549876,-94.6199799,39.3893433,6.7686844
1.1964171,0.0249143,-0.1809281,0.2178724,8.5568771,5.3462524,-96.7952442,39.7076683,5.0765128
0.9627294,0.1577458,-0.1164442,0.1532289,8.9638910,4.6303859,-98.5354519,39.9623280,5.0765128
1.2453129,0.1681379,-0.1265697,-0.1125275,9.0069866,3.6822822,-102.6403785,40.4234266,-0.6345649
1.0262806,0.1037872,-0.1449556,-0.3136404,8.6358852,2.5115175,-108.5366135,41.5050173,-4.8649931
1.0337416,0.0626187,-0.2240951,-0.4094085,8.7532015,1.4580688,-115.2630568,42.7266455,-8.6723785
0.7113219,0.1662726,-0.2771211,-0.6464345,9.2607718,0.3687071,-121.1465716,44.1592932,-14.3834553
1.1735013,0.2442130,-0.2765882,-0.7996634,9.4714622,-1.2952632,-125.8533835,45.3054094,-14.3834553
0.9793833,0.3240185,-0.2054426,-1.1133038,9.0620537,-1.7836803,-130.9249878,46.7568350,-19.2484493
1.8391248,0.2410154,-0.3445361,-1.3215994,9.1027546,-3.0789435,-136.7907643,48.2743359,-26.4401746
0.8947813,0.3642544,-0.3903677,-1.1971009,8.0086050,-4.8051629,-141.5838623,49.9832726,-35.9586382
0.4218102,0.3270828,-0.4539190,-1.4652514,7.8817120,-4.6208091,-145.0164413,51.9839430,-38.9199371
0.6010064,0.2005131,-0.3178899,-1.4939818,7.6375036,-5.8729768,-147.7625275,53.5844803,-38.9199371
-0.4615132,0.0810046,0.0313094,-1.5897499,7.2544312,-5.6742582,-149.3565464,55.1024818,-45.2655792
-0.6305838,-0.1437566,0.2908439,-1.3862428,6.8378401,-5.3701944,-150.7322311,56.4158726,-44.2079735
-1.4742043,-0.3718486,0.4303370,-1.5418659,8.0277586,-3.9480386,-152.7370453,57.3280001,-41.8812418
-1.0168213,-0.4131502,0.1825269,-1.5298948,9.1195145,-3.5051112,-153.4366226,57.5627661,-33.6319041
-1.0927631,-0.1762650,0.0940613,-1.2090719,9.3565407,-2.7892449,-153.8958168,57.2556400,-27.9208279
-0.9478074,-0.0624855,0.1015223,-0.9911995,9.4882212,-1.0510546,-154.2631721,57.0099354,-27.9208279
-1.0045639,-0.1754656,0.0331746,-1.1180922,9.5600471,0.2825158,-154.4566059,56.8331671,-23.4788775
-1.2029455,-0.2712589,0.0145222,-1.0582372,9.8784761,1.0247183,-152.6018715,56.0978270,-15.8641052
-0.7313066,-0.1874564,0.0955268,-0.7565677,9.7491894,1.3503298,-150.7162094,55.0740099,-12.0567214
-1.3550955,-0.1713354,0.2691272,-0.7422025,9.4858274,3.6008794,-146.7963314,53.8590050,-7.4032497
-0.9231597,-0.1501517,0.1585452,-0.3830723,9.5001926,4.2114010,-142.8566551,52.2138834,-1.9036933
-0.9993679,-0.1088500,0.1845254,-0.2298434,8.0780363,4.2114010,-139.7049065,50.8977842,-1.9036933
-1.1985487,-0.0427672,0.1192420,0.2896984,7.9511437,6.1004257,-134.5712304,49.3697691,0.6345635
-0.7920601,-0.1446892,-0.0796723,0.2418144,7.1921821,6.7444663,-127.7515054,47.7712011,4.6534700
-1.0555916,-0.1786632,-0.0520934,0.3902549,7.3166804,7.8074918,-120.2862859,45.9776068,8.8838978
-0.7783372,-0.1322987,0.0590215,0.5554548,6.6558809,7.6422920,-112.4051213,44.3249607,9.5184622
-0.6904045,-0.0101256,0.0594212,0.3088520,5.4994812,6.9958572,-106.1001897,43.0028439,9.5184622
0.0386371,0.1915866,-0.5365224,0.3567361,5.7389016,8.0373354,-98.7453747,41.6877842,13.1143272
-0.9624629,0.0198515,-0.4525867,-0.0119710,5.5928550,9.5145578,-93.5648346,40.6555319,12.0567203
0.5840860,-0.1942512,-0.3273493,0.0670376,5.8993130,8.5880013,-86.4062214,39.7901325,14.1719332
0.2883125,-0.0415682,-0.0405023,0.1029507,6.6391215,8.6071548,-80.6793404,39.0978127,14.1719332
1.5009838,0.2173002,-0.2219633,-0.1867477,6.9862804,7.8673468,-76.0978270,38.5439568,14.1719332
1.2771553,0.4298041,-0.3485331,-0.5291186,8.0493059,7.5776482,-76.7529440,38.3978348,10.1530266
1.9285231,0.3316127,-0.4284719,-1.0199299,8.5880013,5.9448028,-80.9945202,39.0530443,5.7110772
1.8870880,0.3410721,-0.3574596,-1.2880806,9.2679548,3.8498764,-89.6123695,40.8442545,-0.2115221
1.8968140,0.4361993,-0.1314993,-1.6711528,9.5672302,2.2266076,-96.5066433,42.2772217,-0.2115221
1.5322931,0.4447261,-0.0086600,-1.8411411,8.9686794,0.8092402,-104.6343565,44.3342876,-9.5184641
1.2275932,0.3521303,-0.0670153,-1.8387469,8.9375553,-0.0957681,-114.2511606,46.7124510,-17.3447552
1.1575135,0.1841257,-0.2825836,-1.7381904,8.1522570,-1.7381904,-122.7483988,48.6941671,-26.6516972
0.4966863,0.1934518,-0.3441365,-1.8004397,8.2911205,-3.1938651,-129.8476105,50.6556988,-31.0936499
0.5445163,0.2402160,-0.2410154,-1.9464860,8.1905642,-4.2137952,-135.5269790,52.2249222,-31.0936499
0.0630184,0.2312895,-0.0031976,-1.7860745,7.7356658,-4.4508209,-140.2714252,53.9950371,-34.9010277
-0.2390170,-0.0009326,0.1168438,-2.1739352,8.2911205,-3.8474822,-145.1721668,55.3517389,-36.8047261
-0.0191853,-0.1295008,0.0054625,-2.0470424,8.5018101,-4.7022123,-147.9875565,56.4173031,-37.0162439
-0.3397398,0.0423675,-0.0947274,-2.0829554,8.4778681,-4.2161894,-150.9431839,57.1311712,-36.8047261
-0.5542422,0.1801287,0.1685376,-1.5466543,9.5648355,-4.1180267,-152.8053284,57.8408480,-33.6319041
-0.8554782,0.2675284,1.0200188,-1.5945383,10.0173402,-3.0597897,-154.2950392,58.4085894,-33.6319041
-0.6312499,0.0262466,1.3500327,-0.3160346,9.6318731,-1.9608512,-154.8839664,58.1896639,-29.8245192
-1.3425719,-0.2403493,1.3746805,0.7230489,9.3541460,-0.7182605,-155.1541710,56.2327433,-26.0171318
-0.4818976,-0.3465346,1.2068090,2.2577322,9.1961288,-1.3838486,-153.3608818,52.4498796,-15.4410639
-1.2261276,-0.3333447,1.3221873,3.3303347,8.8298159,0.2394202,-150.2182102,47.5428152,-8.4608564
-0.9641949,-0.4254075,1.3772118,4.4580035,8.5903959,0.9959879,-147.7040863,43.6171675,-8.4608564
-1.5225673,-0.4716388,1.4945888,5.8059392,7.5297642,1.8100165,-140.5686617,38.3979034,-4.0189071
-0.6508349,-0.3666525,1.3309807,7.3047094,6.6702461,1.1252748,-129.9371719,31.9853663,4.2304273
-0.7102561,-0.0939281,1.3429714,8.4060421,5.6431336,1.8698715,-117.4130797,25.2319384,7.1917272
-0.1120475,-0.1269694,1.1016896,8.7891140,3.9408560,2.2505496,-104.1786790,18.7601271,7.6147695
-0.2560706,-0.3027015,0.9592653,9.0812073,2.9496565,2.3702598,-93.5911655,13.5826766,7.6147695
-0.4103524,-0.4445929,0.7759390,9.5648355,2.0015526,1.8770541,-81.2027168,8.8269920,9.0954199
